date,state,price_wti
2001-01,AK,29.585714285714282
2001-01,AL,29.585714285714282
2001-01,AR,29.585714285714282
2001-01,AZ,29.585714285714282
2001-01,CA,29.585714285714282
2001-01,CO,29.585714285714282
2001-01,CT,29.585714285714282
2001-01,DC,29.585714285714282
2001-01,DE,29.585714285714282
2001-01,FL,29.585714285714282
2001-01,GA,29.585714285714282
2001-01,HI,29.585714285714282
2001-01,IA,29.585714285714282
2001-01,ID,29.585714285714282
2001-01,IL,29.585714285714282
2001-01,IN,29.585714285714282
2001-01,KS,29.585714285714282
2001-01,KY,29.585714285714282
2001-01,LA,29.585714285714282
2001-01,MA,29.585714285714282
2001-01,MD,29.585714285714282
2001-01,ME,29.585714285714282
2001-01,MI,29.585714285714282
2001-01,MN,29.585714285714282
2001-01,MO,29.585714285714282
2001-01,MS,29.585714285714282
2001-01,MT,29.585714285714282
2001-01,NC,29.585714285714282
2001-01,ND,29.585714285714282
2001-01,NE,29.585714285714282
2001-01,NH,29.585714285714282
2001-01,NJ,29.585714285714282
2001-01,NM,29.585714285714282
2001-01,NV,29.585714285714282
2001-01,NY,29.585714285714282
2001-01,OH,29.585714285714282
2001-01,OK,29.585714285714282
2001-01,OR,29.585714285714282
2001-01,PA,29.585714285714282
2001-01,RI,29.585714285714282
2001-01,SC,29.585714285714282
2001-01,SD,29.585714285714282
2001-01,TN,29.585714285714282
2001-01,TX,29.585714285714282
2001-01,UT,29.585714285714282
2001-01,VA,29.585714285714282
2001-01,VT,29.585714285714282
2001-01,WA,29.585714285714282
2001-01,WI,29.585714285714282
2001-01,WV,29.585714285714282
2001-01,WY,29.585714285714282
2001-02,AK,29.609473684210528
2001-02,AL,29.609473684210528
2001-02,AR,29.609473684210528
2001-02,AZ,29.609473684210528
2001-02,CA,29.609473684210528
2001-02,CO,29.609473684210528
2001-02,CT,29.609473684210528
2001-02,DC,29.609473684210528
2001-02,DE,29.609473684210528
2001-02,FL,29.609473684210528
2001-02,GA,29.609473684210528
2001-02,HI,29.609473684210528
2001-02,IA,29.609473684210528
2001-02,ID,29.609473684210528
2001-02,IL,29.609473684210528
2001-02,IN,29.609473684210528
2001-02,KS,29.609473684210528
2001-02,KY,29.609473684210528
2001-02,LA,29.609473684210528
2001-02,MA,29.609473684210528
2001-02,MD,29.609473684210528
2001-02,ME,29.609473684210528
2001-02,MI,29.609473684210528
2001-02,MN,29.609473684210528
2001-02,MO,29.609473684210528
2001-02,MS,29.609473684210528
2001-02,MT,29.609473684210528
2001-02,NC,29.609473684210528
2001-02,ND,29.609473684210528
2001-02,NE,29.609473684210528
2001-02,NH,29.609473684210528
2001-02,NJ,29.609473684210528
2001-02,NM,29.609473684210528
2001-02,NV,29.609473684210528
2001-02,NY,29.609473684210528
2001-02,OH,29.609473684210528
2001-02,OK,29.609473684210528
2001-02,OR,29.609473684210528
2001-02,PA,29.609473684210528
2001-02,RI,29.609473684210528
2001-02,SC,29.609473684210528
2001-02,SD,29.609473684210528
2001-02,TN,29.609473684210528
2001-02,TX,29.609473684210528
2001-02,UT,29.609473684210528
2001-02,VA,29.609473684210528
2001-02,VT,29.609473684210528
2001-02,WA,29.609473684210528
2001-02,WI,29.609473684210528
2001-02,WV,29.609473684210528
2001-02,WY,29.609473684210528
2001-03,AK,27.244545454545456
2001-03,AL,27.244545454545456
2001-03,AR,27.244545454545456
2001-03,AZ,27.244545454545456
2001-03,CA,27.244545454545456
2001-03,CO,27.244545454545456
2001-03,CT,27.244545454545456
2001-03,DC,27.244545454545456
2001-03,DE,27.244545454545456
2001-03,FL,27.244545454545456
2001-03,GA,27.244545454545456
2001-03,HI,27.244545454545456
2001-03,IA,27.244545454545456
2001-03,ID,27.244545454545456
2001-03,IL,27.244545454545456
2001-03,IN,27.244545454545456
2001-03,KS,27.244545454545456
2001-03,KY,27.244545454545456
2001-03,LA,27.244545454545456
2001-03,MA,27.244545454545456
2001-03,MD,27.244545454545456
2001-03,ME,27.244545454545456
2001-03,MI,27.244545454545456
2001-03,MN,27.244545454545456
2001-03,MO,27.244545454545456
2001-03,MS,27.244545454545456
2001-03,MT,27.244545454545456
2001-03,NC,27.244545454545456
2001-03,ND,27.244545454545456
2001-03,NE,27.244545454545456
2001-03,NH,27.244545454545456
2001-03,NJ,27.244545454545456
2001-03,NM,27.244545454545456
2001-03,NV,27.244545454545456
2001-03,NY,27.244545454545456
2001-03,OH,27.244545454545456
2001-03,OK,27.244545454545456
2001-03,OR,27.244545454545456
2001-03,PA,27.244545454545456
2001-03,RI,27.244545454545456
2001-03,SC,27.244545454545456
2001-03,SD,27.244545454545456
2001-03,TN,27.244545454545456
2001-03,TX,27.244545454545456
2001-03,UT,27.244545454545456
2001-03,VA,27.244545454545456
2001-03,VT,27.244545454545456
2001-03,WA,27.244545454545456
2001-03,WI,27.244545454545456
2001-03,WV,27.244545454545456
2001-03,WY,27.244545454545456
2001-04,AK,27.49
2001-04,AL,27.49
2001-04,AR,27.49
2001-04,AZ,27.49
2001-04,CA,27.49
2001-04,CO,27.49
2001-04,CT,27.49
2001-04,DC,27.49
2001-04,DE,27.49
2001-04,FL,27.49
2001-04,GA,27.49
2001-04,HI,27.49
2001-04,IA,27.49
2001-04,ID,27.49
2001-04,IL,27.49
2001-04,IN,27.49
2001-04,KS,27.49
2001-04,KY,27.49
2001-04,LA,27.49
2001-04,MA,27.49
2001-04,MD,27.49
2001-04,ME,27.49
2001-04,MI,27.49
2001-04,MN,27.49
2001-04,MO,27.49
2001-04,MS,27.49
2001-04,MT,27.49
2001-04,NC,27.49
2001-04,ND,27.49
2001-04,NE,27.49
2001-04,NH,27.49
2001-04,NJ,27.49
2001-04,NM,27.49
2001-04,NV,27.49
2001-04,NY,27.49
2001-04,OH,27.49
2001-04,OK,27.49
2001-04,OR,27.49
2001-04,PA,27.49
2001-04,RI,27.49
2001-04,SC,27.49
2001-04,SD,27.49
2001-04,TN,27.49
2001-04,TX,27.49
2001-04,UT,27.49
2001-04,VA,27.49
2001-04,VT,27.49
2001-04,WA,27.49
2001-04,WI,27.49
2001-04,WV,27.49
2001-04,WY,27.49
2001-05,AK,28.62909090909091
2001-05,AL,28.62909090909091
2001-05,AR,28.62909090909091
2001-05,AZ,28.62909090909091
2001-05,CA,28.62909090909091
2001-05,CO,28.62909090909091
2001-05,CT,28.62909090909091
2001-05,DC,28.62909090909091
2001-05,DE,28.62909090909091
2001-05,FL,28.62909090909091
2001-05,GA,28.62909090909091
2001-05,HI,28.62909090909091
2001-05,IA,28.62909090909091
2001-05,ID,28.62909090909091
2001-05,IL,28.62909090909091
2001-05,IN,28.62909090909091
2001-05,KS,28.62909090909091
2001-05,KY,28.62909090909091
2001-05,LA,28.62909090909091
2001-05,MA,28.62909090909091
2001-05,MD,28.62909090909091
2001-05,ME,28.62909090909091
2001-05,MI,28.62909090909091
2001-05,MN,28.62909090909091
2001-05,MO,28.62909090909091
2001-05,MS,28.62909090909091
2001-05,MT,28.62909090909091
2001-05,NC,28.62909090909091
2001-05,ND,28.62909090909091
2001-05,NE,28.62909090909091
2001-05,NH,28.62909090909091
2001-05,NJ,28.62909090909091
2001-05,NM,28.62909090909091
2001-05,NV,28.62909090909091
2001-05,NY,28.62909090909091
2001-05,OH,28.62909090909091
2001-05,OK,28.62909090909091
2001-05,OR,28.62909090909091
2001-05,PA,28.62909090909091
2001-05,RI,28.62909090909091
2001-05,SC,28.62909090909091
2001-05,SD,28.62909090909091
2001-05,TN,28.62909090909091
2001-05,TX,28.62909090909091
2001-05,UT,28.62909090909091
2001-05,VA,28.62909090909091
2001-05,VT,28.62909090909091
2001-05,WA,28.62909090909091
2001-05,WI,28.62909090909091
2001-05,WV,28.62909090909091
2001-05,WY,28.62909090909091
2001-06,AK,27.59904761904762
2001-06,AL,27.59904761904762
2001-06,AR,27.59904761904762
2001-06,AZ,27.59904761904762
2001-06,CA,27.59904761904762
2001-06,CO,27.59904761904762
2001-06,CT,27.59904761904762
2001-06,DC,27.59904761904762
2001-06,DE,27.59904761904762
2001-06,FL,27.59904761904762
2001-06,GA,27.59904761904762
2001-06,HI,27.59904761904762
2001-06,IA,27.59904761904762
2001-06,ID,27.59904761904762
2001-06,IL,27.59904761904762
2001-06,IN,27.59904761904762
2001-06,KS,27.59904761904762
2001-06,KY,27.59904761904762
2001-06,LA,27.59904761904762
2001-06,MA,27.59904761904762
2001-06,MD,27.59904761904762
2001-06,ME,27.59904761904762
2001-06,MI,27.59904761904762
2001-06,MN,27.59904761904762
2001-06,MO,27.59904761904762
2001-06,MS,27.59904761904762
2001-06,MT,27.59904761904762
2001-06,NC,27.59904761904762
2001-06,ND,27.59904761904762
2001-06,NE,27.59904761904762
2001-06,NH,27.59904761904762
2001-06,NJ,27.59904761904762
2001-06,NM,27.59904761904762
2001-06,NV,27.59904761904762
2001-06,NY,27.59904761904762
2001-06,OH,27.59904761904762
2001-06,OK,27.59904761904762
2001-06,OR,27.59904761904762
2001-06,PA,27.59904761904762
2001-06,RI,27.59904761904762
2001-06,SC,27.59904761904762
2001-06,SD,27.59904761904762
2001-06,TN,27.59904761904762
2001-06,TX,27.59904761904762
2001-06,UT,27.59904761904762
2001-06,VA,27.59904761904762
2001-06,VT,27.59904761904762
2001-06,WA,27.59904761904762
2001-06,WI,27.59904761904762
2001-06,WV,27.59904761904762
